"","weight","height","male","educ","physical","stamps","white","black"
"3531",155,61,1,17,3,0,0,0
"3532",130,62,0,8,1,0,1,0
"3533",160,66,1,17,1,0,1,0
"3534",150,69,0,17,4,0,1,0
"3535",186,71,1,17,5,0,1,0
"3536",110,64,0,12,5,0,1,0
"3537",180,72,1,16,4,0,1,0
"3538",129,63,0,11,3,0,1,0
"3539",200,73,1,4,2,0,0,0
"3540",218,63,0,6,5,0,0,1
"3541",130,65,0,5,1,0,0,1
"3542",140,62,0,9,3,0,0,1
"3543",130,64,0,7,3,0,0,1
"3544",135,63,0,12,2,0,0,1
"3545",165,70,1,16,2,0,1,0
"3546",140,68,0,14,5,0,1,0
"3547",155,68,0,10,2,0,1,0
"3548",126,64,0,12,5,0,1,0
"3549",177,65,0,10,1,0,0,1
"3550",134,60,0,10,2,0,1,0
"3551",196,65,1,12,2,0,1,0
"3552",170,69,1,12,3,0,0,0
"3553",150,64,0,13,4,0,1,0
"3554",170,70,0,15,1,0,1,0
"3555",165,72,1,17,3,0,1,0
"3556",140,62,0,12,5,0,1,0
"3557",175,69,1,17,5,0,1,0
"3558",120,62,0,12,4,0,1,0
"3559",138,62,0,14,1,0,1,0
"3560",150,63,0,10,5,0,0,1
"3561",135,67,0,15,1,0,1,0
"3562",128,62,0,12,1,0,0,0
"3563",165,66,1,2,3,0,0,0
"3564",140,67,0,7,1,0,0,1
"3565",150,68,1,1,3,0,0,1
"3566",190,66,0,12,3,0,0,0
"3567",160,67,1,17,1,0,0,0
"3568",130,65,0,11,3,0,1,0
"3569",165,69,1,12,3,0,1,0
"3570",168,72,1,13,5,0,0,1
"3571",140,71,1,9,1,0,0,1
"3572",160,66,0,7,4,0,0,1
"3573",103,60,0,16,1,0,0,0
"3574",170,67,1,9,1,0,1,0
"3575",185,74,1,10,4,0,1,0
"3576",201,69,0,12,2,0,0,1
"3577",153,61,0,12,3,0,0,1
"3578",240,73,1,12,3,0,1,0
"3579",170,71,1,15,5,0,1,0
"3580",180,71,1,4,1,0,0,1
"3581",170,69,1,16,3,0,1,0
"3582",134,67,0,12,1,0,0,1
"3583",140,66,0,12,5,0,1,0
"3584",135,63,0,15,5,0,1,0
"3585",113,66,0,11,1,0,1,0
"3586",130,64,0,16,4,0,1,0
"3587",215,73,1,17,3,0,1,0
"3588",143,62,0,12,1,0,1,0
"3589",115,61,0,14,5,0,0,0
"3590",170,61,0,14,1,0,1,0
"3591",125,65,0,16,1,0,0,1
"3592",140,65,0,7,1,1,0,1
"3593",165,61,0,12,5,0,0,1
"3594",180,66,0,17,2,0,1,0
"3595",185,68,0,12,1,0,1,0
"3596",127,61,0,13,3,0,0,0
"3597",200,64,0,12,4,0,1,0
"3598",175,71,1,14,1,0,1,0
"3599",185,64,0,15,5,0,0,1
"3600",180,70,1,14,2,0,0,1
"3601",164,63,0,12,1,0,0,1
"3602",240,78,1,12,3,0,0,1
"3603",125,63,0,11,3,0,0,1
"3604",150,66,1,8,1,0,0,1
"3605",160,67,1,8,1,0,1,0
"3606",170,69,1,9,3,0,0,1
"3607",155,66,1,11,3,0,0,1
"3608",150,68,0,10,1,0,0,1
"3609",140,63,0,12,3,0,0,1
"3610",130,63,0,14,2,0,0,1
"3611",118,64,0,8,1,0,1,0
"3612",195,68,1,13,5,0,1,0
"3613",120,63,0,12,5,0,1,0
"3614",300,75,1,12,1,0,1,0
"3615",160,64,0,13,2,0,0,1
"3616",274,67,1,16,1,0,0,1
"3617",130,63,0,13,3,0,0,1
