"","X1","team_id","year","league_id","rank","g","ghome","w","l","r","ab","h","double","triple","hr","bb","so","sb","cs","hbp","sf","ra","er","era","cg","sho","sv","ipouts","ha","hra","bba","soa","e","dp","fp","name","park","attendance","salary"
"444",444,"MIN",1995,"AL",5,144,72,56,88,703,5005,1398,270,34,120,471,916,105,57,NA,NA,889,814,5.76,7,2,27,3816,1450,210,533,790,100,141,0.98,"Minnesota Twins","Hubert H Humphrey Metrodome",1057667,770015.151515151
"445",445,"MIN",1996,"AL",4,162,82,78,84,877,5673,1633,332,47,118,576,958,143,53,NA,NA,900,847,5.3,13,5,31,4317,1561,233,581,959,94,142,0.98,"Minnesota Twins","Hubert H Humphrey Metrodome",1437352,528656.25
"446",446,"MIN",1997,"AL",4,162,81,68,94,772,5634,1522,305,40,132,495,1121,151,52,NA,NA,861,800,5.02,10,4,30,4302,1596,187,495,908,100,170,0.98,"Minnesota Twins","Hubert H Humphrey Metrodome",1411064,895750
"447",447,"MIN",1998,"AL",4,162,81,70,92,734,5641,1499,285,32,115,506,915,112,54,NA,NA,818,765,4.76,7,9,42,4342,1622,180,457,952,108,135,0.98,"Minnesota Twins","Hubert H Humphrey Metrodome",1165976,963017.24137931
"448",448,"MIN",1999,"AL",5,161,81,63,97,686,5495,1450,285,30,105,500,978,118,60,NA,NA,845,794,5.02,12,8,34,4269,1591,208,487,927,92,144,0.98,"Minnesota Twins","Hubert H Humphrey Metrodome",1202829,733017.24137931
"449",449,"MIN",2000,"AL",5,162,81,69,93,748,5615,1516,325,49,116,556,1021,90,45,35,51,880,819,5.14,6,4,35,4298,1634,212,516,1042,102,155,0.983,"Minnesota Twins","Hubert H Humphrey Metrodome",1000760,635365.384615385
"450",450,"MIN",2001,"AL",2,162,81,85,77,771,5560,1514,328,38,164,495,1083,146,67,64,38,766,722,4.51,12,8,45,4324,1494,192,445,965,108,118,0.982,"Minnesota Twins","Hubert H Humphrey Metrodome",1782929,919038.461538462
"451",451,"MIN",2002,"AL",1,161,81,94,67,768,5582,1518,348,36,167,472,1089,79,62,56,52,712,662,4.12,8,9,47,4334,1454,184,439,1026,74,124,0.987,"Minnesota Twins","Hubert H Humphrey Metrodome",1924473,1546153.84615385
"452",452,"MIN",2003,"AL",1,162,81,90,72,801,5655,1567,318,45,155,512,1027,94,44,63,52,758,716,4.41,7,8,45,4386,1526,187,402,997,87,114,0.985,"Minnesota Twins","Hubert H Humphrey Metrodome",1946011,2134807.69230769
"453",453,"MIN",2004,"AL",1,162,81,92,70,780,5623,1494,310,24,191,513,982,116,46,64,40,715,661,4.03,4,9,48,4428,1523,167,431,1123,101,158,0.984,"Minnesota Twins","Hubert H Humphrey Metrodome",1911490,1913400
"454",454,"MIN",2005,"AL",3,162,81,83,79,688,5564,1441,269,32,134,485,978,102,44,59,42,662,604,3.71,9,8,44,4393,1458,169,348,965,102,171,0.984,"Minnesota Twins","Hubert H Humphrey Metrodome",2034243,2221600
"455",455,"MIN",2006,"AL",1,162,81,96,66,801,5602,1608,275,34,143,490,872,101,42,50,55,683,632,3.95,1,6,40,4318,1490,182,356,1164,84,135,0.986,"Minnesota Twins","Hubert H Humphrey Metrodome",2285018,2522760.24
"456",456,"MIN",2007,"AL",3,162,81,79,83,718,5522,1460,273,36,118,512,839,112,30,48,45,725,663,4.15,5,8,38,4310,1505,185,420,1094,95,151,0.984,"Minnesota Twins","Hubert H Humphrey Metrodome",2296383,2717288.46153846
"457",457,"MIN",2008,"AL",2,163,81,88,75,829,5641,1572,298,49,111,529,979,102,42,36,72,745,675,4.16,5,10,42,4377,1568,183,406,995,108,168,0.982,"Minnesota Twins","Hubert H Humphrey Metrodome",2302431,2277310.64
"458",458,"MIN",2009,"AL",1,163,82,87,76,817,5608,1539,271,40,172,585,1021,85,32,45,57,765,726,4.5,4,7,48,4359,1542,185,466,1052,76,135,0.987,"Minnesota Twins","Hubert H Humphrey Metrodome",2416237,2385528.37037037
"459",459,"MIN",2010,"AL",1,162,81,94,68,781,5568,1521,318,41,142,559,967,68,28,39,53,671,638,3.95,9,13,40,4358,1493,155,383,1048,78,150,0.987,"Minnesota Twins","Target Field",3223640,3284967.92307692
"460",460,"MIN",2011,"AL",5,162,81,63,99,619,5487,1357,259,25,103,440,1048,92,39,37,25,804,724,4.58,7,8,32,4265,1564,161,480,940,119,153,0.98,"Minnesota Twins","Target Field",3168116,4509480
"461",461,"MIN",2012,"AL",5,162,81,66,96,701,5562,1448,270,30,131,505,1069,135,37,53,56,832,762,4.77,3,6,35,4316,1536,198,465,943,107,188,0.983,"Minnesota Twins","Target Field",2776354,3368653.84615385
"462",462,"MIN",2013,"AL",4,162,81,66,96,614,5564,1346,285,15,151,533,1430,52,33,52,32,788,733,4.55,1,7,40,4351,1591,168,458,985,81,178,0.987,"Minnesota Twins","Target Field",2477644,2790277.77777778
"463",463,"MIN",2014,"AL",5,162,81,70,92,715,5567,1412,316,27,128,544,1329,99,36,53,44,777,728,4.57,2,7,38,4305,1588,147,408,1031,97,136,0.984,"Minnesota Twins","Target Field",2250606,3274900
"464",464,"MIN",2015,"AL",2,162,81,83,79,696,5467,1349,277,44,156,439,1264,70,38,40,41,700,653,4.07,2,12,45,4329,1506,163,413,1046,86,150,0.986,"Minnesota Twins","Target Field",2220054,4310200
"465",465,"ML4",1986,"AL",6,161,80,77,84,667,5461,1393,255,38,127,530,986,100,50,NA,NA,734,638,4.01,29,12,32,4293,1478,158,494,952,146,146,0.97,"Milwaukee Brewers","County Stadium",1265041,350172.115384615
"466",466,"ML4",1987,"AL",3,162,81,91,71,862,5625,1552,272,46,163,598,1040,176,74,NA,NA,817,752,4.62,28,6,45,4392,1548,169,529,1039,145,155,0.97,"Milwaukee Brewers","County Stadium",1909244,273970.153846154
"467",467,"ML4",1988,"AL",3,162,81,87,75,682,5488,1409,258,26,113,439,911,159,55,NA,NA,616,555,3.45,30,8,51,4347,1355,125,437,832,120,146,0.98,"Milwaukee Brewers","County Stadium",1923238,381909.090909091
"468",468,"ML4",1989,"AL",4,162,81,81,81,707,5473,1415,235,32,126,455,791,165,62,NA,NA,679,605,3.8,16,8,45,4296,1463,129,457,812,155,164,0.97,"Milwaukee Brewers","County Stadium",1970735,390642.857142857
"469",469,"ML4",1990,"AL",6,162,81,74,88,732,5503,1408,247,36,128,519,821,164,72,NA,NA,760,655,4.08,23,13,42,4335,1558,121,469,771,149,152,0.97,"Milwaukee Brewers","County Stadium",1752900,562475.5
"470",470,"ML4",1991,"AL",4,162,80,83,79,799,5611,1523,247,53,116,556,802,106,68,NA,NA,744,673,4.14,23,11,41,4389,1498,147,527,859,118,176,0.98,"Milwaukee Brewers","County Stadium",1478729,1005021.73913043
"471",471,"ML4",1992,"AL",2,162,81,92,70,740,5504,1477,272,35,82,511,779,256,115,NA,NA,604,555,3.43,19,14,39,4371,1344,127,435,793,89,146,0.98,"Milwaukee Brewers","County Stadium",1857351,1058217.96153846
"472",472,"ML4",1993,"AL",7,162,81,69,93,733,5525,1426,240,25,125,555,932,138,93,NA,NA,792,715,4.45,26,6,29,4341,1511,153,522,810,131,148,0.97,"Milwaukee Brewers","County Stadium",1688080,740557.3125
"473",473,"ML4",1994,"AL",5,115,56,53,62,547,3978,1045,238,21,99,417,680,59,37,NA,NA,586,532,4.62,11,1,23,3108,1071,127,421,577,85,130,0.98,"Milwaukee Brewers","County Stadium",1268399,785500
"474",474,"ML4",1995,"AL",4,144,72,65,79,740,5000,1329,249,42,128,502,800,105,40,NA,NA,747,689,4.82,7,4,31,3858,1391,146,603,699,105,186,0.98,"Milwaukee Brewers","County Stadium",1087560,520288.970588235
"475",475,"ML4",1996,"AL",3,162,81,80,82,894,5662,1578,304,40,178,624,986,101,48,NA,NA,899,831,5.17,6,5,42,4341,1570,213,635,846,134,180,0.97,"Milwaukee Brewers","County Stadium",1327155,671656.25
"476",476,"ML4",1997,"AL",3,161,80,78,83,681,5444,1415,294,27,135,494,967,103,55,NA,NA,742,670,4.22,6,8,44,4282,1419,177,542,1012,125,171,0.98,"Milwaukee Brewers","County Stadium",1444027,743720.580645161
"477",477,"MON",1986,"NL",4,161,80,78,83,637,5508,1401,255,50,110,537,1016,193,95,NA,NA,688,616,3.78,15,9,50,4398,1350,119,566,1051,133,132,0.97,"Montreal Expos","Stade Olympique",1128981,336503.448275862
"478",478,"MON",1987,"NL",3,162,81,91,71,741,5527,1467,310,39,120,501,918,166,74,NA,NA,720,632,3.92,16,8,50,4350,1428,145,446,1012,147,122,0.97,"Montreal Expos","Stade Olympique",1850324,289252.166666667
"479",479,"MON",1988,"NL",3,163,81,81,81,628,5573,1400,260,48,107,454,1053,189,89,NA,NA,592,507,3.08,18,12,43,4446,1310,122,476,923,142,145,0.97,"Montreal Expos","Stade Olympique",1478659,397138.875
"480",480,"MON",1989,"NL",4,162,81,81,81,632,5482,1353,267,30,100,572,958,160,70,NA,NA,630,568,3.48,20,13,35,4404,1344,120,519,1059,136,126,0.97,"Montreal Expos","Stade Olympique",1783533,490755.56
"481",481,"MON",1990,"NL",3,162,81,85,77,662,5453,1363,227,43,114,576,1024,235,99,NA,NA,598,552,3.37,18,11,50,4419,1349,127,510,991,110,134,0.98,"Montreal Expos","Stade Olympique",1373087,567156.714285714
"482",482,"MON",1991,"NL",6,161,68,71,90,579,5412,1329,236,42,95,484,1056,221,100,NA,NA,655,582,3.64,12,14,39,4320,1304,111,584,909,131,128,0.97,"Montreal Expos","Stade Olympique",934742,663895.8125
"483",483,"MON",1992,"NL",2,162,81,87,75,648,5477,1381,263,37,102,463,976,196,63,NA,NA,581,530,3.25,11,14,49,4404,1296,92,525,1014,124,113,0.98,"Montreal Expos","Stade Olympique",1669127,620533.36
"484",484,"MON",1993,"NL",2,163,81,94,68,732,5493,1410,270,36,122,542,860,228,56,NA,NA,682,574,3.55,8,7,61,4368,1369,119,521,934,159,144,0.97,"Montreal Expos","Stade Olympique",1641437,426765.756756757
"485",485,"MON",1994,"NL",1,114,52,74,40,585,4000,1111,246,30,108,379,669,137,36,NA,NA,454,410,3.56,4,2,46,3108,970,100,288,805,94,90,0.97,"Montreal Expos","Stade Olympique",1276250,682071.428571429
"486",486,"MON",1995,"NL",5,144,72,66,78,621,4905,1268,265,24,118,400,901,120,49,NA,NA,638,586,4.11,7,9,42,3849,1286,128,416,950,109,119,0.98,"Montreal Expos","Stade Olympique",1309618,384833.333333333
"487",487,"MON",1996,"NL",2,162,81,88,74,741,5505,1441,297,27,148,492,1077,108,34,NA,NA,668,605,3.78,11,7,43,4324,1353,152,482,1206,126,121,0.98,"Montreal Expos","Stade Olympique",1616709,550982.75862069
"488",488,"MON",1997,"NL",4,162,81,78,84,691,5526,1423,339,34,172,420,1084,75,46,NA,NA,740,666,4.14,27,14,37,4341,1365,149,557,1138,131,150,0.97,"Montreal Expos","Stade Olympique",1497609,638016.666666667
"489",489,"MON",1998,"NL",4,162,81,65,97,644,5418,1348,280,32,147,439,1058,91,46,NA,NA,783,696,4.39,4,5,39,4281,1448,156,533,1017,155,127,0.97,"Montreal Expos","Stade Olympique",914909,325828.125
"490",490,"MON",1999,"NL",4,162,81,68,94,718,5559,1473,320,47,163,438,939,70,51,NA,NA,853,747,4.69,6,4,44,4302,1505,152,572,1043,160,126,0.97,"Montreal Expos","Stade Olympique",773277,529712.121212121
"491",491,"MON",2000,"NL",4,162,81,67,95,738,5535,1475,310,35,178,476,1048,58,48,29,34,902,812,5.13,4,7,39,4274,1575,181,579,1011,132,151,0.978,"Montreal Expos","Stade Olympique",926272,1103493.81481481
"492",492,"MON",2001,"NL",5,162,81,68,94,670,5379,1361,320,28,131,478,1071,101,51,60,45,812,745,4.68,5,11,28,4294,1509,190,525,1103,108,139,0.982,"Montreal Expos","Stade Olympique",642745,1164483.33333333
"493",493,"MON",2002,"NL",2,162,81,83,79,735,5479,1432,300,36,162,575,1104,118,64,46,42,718,641,3.97,9,3,39,4359,1475,165,508,1088,139,160,0.978,"Montreal Expos","Stade Olympique",812045,1470980.76923077
"494",494,"MON",2003,"NL",4,162,81,83,79,711,5437,1404,294,25,144,522,990,100,39,45,40,716,640,4.01,15,10,42,4313,1467,181,463,1028,102,152,0.983,"Montreal Expos","Stade Olympique/Hiram Bithorn Stadium",1025639,1913940
"495",495,"MON",2004,"NL",5,162,80,67,95,635,5474,1361,276,27,151,496,925,109,38,35,33,769,696,4.33,11,11,31,4341,1477,191,582,1032,99,172,0.984,"Montreal Expos","Stade Olympique/Hiram Bithorn Stadium",749550,1449553.57142857
"496",496,"NYA",1986,"AL",2,162,80,90,72,797,5570,1512,275,23,188,645,911,139,48,NA,NA,738,659,4.11,13,8,58,4329,1461,175,492,878,127,153,0.97,"New York Yankees","Yankee Stadium II",2268030,640970.12
"497",497,"NYA",1987,"AL",4,162,81,89,73,788,5511,1445,239,16,196,604,949,105,43,NA,NA,758,701,4.36,19,10,47,4338,1475,179,542,900,102,155,0.98,"New York Yankees","Yankee Stadium II",2427672,499921.172413793
"498",498,"NYA",1988,"AL",5,161,80,85,76,772,5592,1469,272,12,148,588,935,146,39,NA,NA,748,689,4.26,16,5,43,4368,1512,157,487,861,134,161,0.97,"New York Yankees","Yankee Stadium II",2633701,673791.142857143
"499",499,"NYA",1989,"AL",5,161,81,74,87,698,5458,1470,229,23,130,502,831,137,60,NA,NA,792,707,4.5,15,9,44,4242,1550,150,521,787,122,183,0.98,"New York Yankees","Yankee Stadium II",2170485,515119.035714286
"500",500,"NYA",1990,"AL",7,162,81,67,95,603,5483,1322,208,19,147,427,1027,119,45,NA,NA,749,675,4.21,15,6,41,4332,1430,144,618,909,126,164,0.98,"New York Yankees","Yankee Stadium II",2006436,672510.6
"501",501,"NYA",1991,"AL",5,162,81,71,91,674,5541,1418,249,19,147,473,861,109,36,NA,NA,777,709,4.42,3,11,37,4332,1510,152,506,936,133,181,0.97,"New York Yankees","Yankee Stadium II",1863733,976577.428571429
"502",502,"NYA",1992,"AL",4,162,81,76,86,733,5593,1462,281,18,163,536,903,78,37,NA,NA,746,679,4.21,20,9,44,4356,1453,129,612,851,112,165,0.98,"New York Yankees","Yankee Stadium II",1748737,1117255.56666667
"503",503,"NYA",1993,"AL",2,162,81,88,74,821,5615,1568,294,24,178,629,910,39,35,NA,NA,761,695,4.35,11,13,38,4314,1467,170,552,899,101,166,0.98,"New York Yankees","Yankee Stadium II",2416942,1324215.625
"504",504,"NYA",1994,"AL",1,113,57,70,43,670,3986,1155,238,16,139,530,660,55,40,NA,NA,534,491,4.34,8,0,31,3057,1045,120,398,656,80,122,0.98,"New York Yankees","Yankee Stadium II",1675556,1576942.55172414
"505",505,"NYA",1995,"AL",2,145,73,79,65,749,4947,1365,280,34,122,625,851,50,30,NA,NA,688,651,4.56,18,5,35,3852,1286,159,535,908,73,121,0.98,"New York Yankees","Yankee Stadium II",1705263,1515620.34375
"506",506,"NYA",1996,"AL",1,162,80,92,70,871,5628,1621,293,28,162,632,909,96,46,NA,NA,787,744,4.65,6,9,52,4320,1469,143,610,1139,91,146,0.98,"New York Yankees","Yankee Stadium II",2250877,1501306
"507",507,"NYA",1997,"AL",2,162,80,96,66,891,5710,1636,325,23,161,676,954,99,58,NA,NA,688,626,3.84,11,10,51,4401,1463,144,532,1165,105,156,0.98,"New York Yankees","Yankee Stadium II",2580325,2217240.89285714
"508",508,"NYA",1998,"AL",1,162,81,114,48,965,5643,1625,290,31,207,653,1025,153,63,NA,NA,656,618,3.82,22,16,48,4369,1357,156,466,1080,98,146,0.98,"New York Yankees","Yankee Stadium II",2955193,2215562.23333333
"509",509,"NYA",1999,"AL",1,162,81,98,64,900,5568,1568,302,36,193,718,978,104,57,NA,NA,731,660,4.13,6,10,50,4318,1402,158,581,1111,111,130,0.98,"New York Yankees","Yankee Stadium II",3292736,3312859.96153846
"510",510,"NYA",2000,"AL",1,161,80,87,74,871,5556,1541,294,25,205,631,1007,99,48,57,50,814,753,4.76,9,6,40,4273,1458,177,577,1040,109,132,0.981,"New York Yankees","Yankee Stadium II",3055435,3536086.92307692
"511",511,"NYA",2001,"AL",1,161,80,95,65,804,5577,1488,289,20,203,519,1035,161,53,64,43,713,649,4.02,7,9,57,4354,1429,158,465,1266,109,132,0.982,"New York Yankees","Yankee Stadium II",3264907,3935040.82142857
"512",512,"NYA",2002,"AL",1,161,80,103,58,897,5601,1540,314,12,223,640,1171,100,38,72,41,697,625,3.87,9,11,53,4356,1441,144,403,1135,127,117,0.979,"New York Yankees","Yankee Stadium II",3465807,4648095.66666667
"513",513,"NYA",2003,"AL",1,163,82,101,61,877,5605,1518,304,14,230,684,1042,98,33,81,35,716,653,4.02,8,12,49,4386,1512,145,375,1119,114,126,0.981,"New York Yankees","Yankee Stadium II",3465600,5661531.30769231
"514",514,"NYA",2004,"AL",1,162,81,101,61,897,5527,1483,281,20,242,670,982,84,33,80,50,808,752,4.69,1,5,59,4331,1532,182,445,1058,99,148,0.984,"New York Yankees","Yankee Stadium II",3775292,6351515.51724138
"515",515,"NYA",2005,"AL",1,162,81,95,67,886,5624,1552,259,16,229,637,989,84,27,73,43,789,718,4.52,8,14,46,4292,1495,164,463,985,95,151,0.984,"New York Yankees","Yankee Stadium II",4090696,8011800.65384615
"516",516,"NYA",2006,"AL",1,162,81,97,65,930,5651,1608,327,21,210,649,1053,139,35,72,49,767,708,4.41,5,8,43,4331,1463,170,496,1019,104,145,0.983,"New York Yankees","Yankee Stadium II",4248067,6913447.37037037
"517",517,"NYA",2007,"AL",2,162,81,94,68,968,5717,1656,326,32,201,637,991,123,40,78,54,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,174,0.985,"New York Yankees","Yankee Stadium II",4271083,6759251.60714286
"518",518,"NYA",2008,"AL",3,162,81,89,73,789,5572,1512,289,20,180,535,1015,118,39,80,39,727,685,4.28,1,11,42,4325,1478,143,489,1141,83,141,0.986,"New York Yankees","Yankee Stadium II",4298655,7396644.32142857
"519",519,"NYA",2009,"AL",1,162,81,103,59,915,5660,1604,325,21,244,663,1014,111,28,54,39,753,687,4.26,3,8,51,4350,1386,181,574,1260,86,131,0.985,"New York Yankees","Yankee Stadium III",3719358,7748045.73076923
"520",520,"NYA",2010,"AL",2,162,81,95,67,859,5567,1485,275,32,201,662,1136,103,30,73,44,693,651,4.06,3,8,39,4327,1349,179,540,1154,69,161,0.988,"New York Yankees","Yankee Stadium III",3765807,8253335.56
"521",521,"NYA",2011,"AL",1,162,81,97,65,867,5518,1452,267,33,222,627,1138,147,46,74,51,657,605,3.73,5,8,47,4375,1423,152,507,1222,102,141,0.983,"New York Yankees","Yankee Stadium III",3653680,7465562.61538462
"522",522,"NYA",2012,"AL",1,162,81,95,67,804,5524,1462,280,13,245,565,1176,93,27,62,49,668,617,3.84,6,9,51,4336,1401,190,431,1318,75,135,0.987,"New York Yankees","Yankee Stadium III",3542406,7510472.56
"523",523,"NYA",2013,"AL",4,162,81,85,77,650,5449,1321,247,24,144,466,1214,115,31,57,36,671,633,3.94,7,10,49,4342,1452,171,437,1233,69,139,0.988,"New York Yankees","Yankee Stadium III",3279589,7714175.36666667
"524",524,"NYA",2014,"AL",2,162,81,84,78,633,5497,1349,247,26,147,452,1133,112,26,56,47,664,605,3.75,5,10,48,4359,1392,164,398,1370,92,107,0.984,"New York Yankees","Yankee Stadium III",3401624,8230996.125
"525",525,"NYA",2015,"AL",2,162,81,87,75,764,5567,1397,272,19,212,554,1227,63,25,63,54,698,652,4.03,3,4,48,4373,1416,182,474,1370,93,135,0.985,"New York Yankees","Yankee Stadium III",3193795,7336274.37931035
"526",526,"NYN",1986,"NL",1,162,81,108,54,783,5558,1462,261,31,148,631,968,118,48,NA,NA,578,513,3.11,27,11,46,4452,1304,103,509,1083,138,145,0.97,"New York Mets","Shea Stadium",2767601,567915.333333333
"527",527,"NYN",1987,"NL",2,162,81,92,70,823,5601,1499,287,34,192,592,1012,159,49,NA,NA,698,620,3.84,16,7,51,4362,1407,135,510,1032,137,137,0.97,"New York Mets","Shea Stadium",3034129,553868.56
"528",528,"NYN",1988,"NL",1,160,80,100,60,703,5408,1387,251,24,152,544,842,140,51,NA,NA,532,465,2.91,31,22,46,4317,1253,78,404,1100,115,127,0.98,"New York Mets","Shea Stadium",3055445,633096.416666667
"529",529,"NYN",1989,"NL",2,162,81,87,75,683,5489,1351,280,21,147,504,934,158,53,NA,NA,595,532,3.29,24,12,38,4362,1260,115,532,1108,144,110,0.97,"New York Mets","Shea Stadium",2918710,710181.107142857
"530",530,"NYN",1990,"NL",2,162,81,91,71,775,5504,1410,278,21,172,536,851,110,33,NA,NA,613,547,3.42,18,14,41,4320,1339,119,444,1217,132,107,0.97,"New York Mets","Shea Stadium",2732745,697510.774193548
"531",531,"NYN",1991,"NL",5,161,82,77,84,640,5359,1305,250,24,117,578,789,153,70,NA,NA,646,568,3.56,12,11,39,4311,1403,108,410,1028,143,112,0.97,"New York Mets","Shea Stadium",2284484,1253461.57692308
"532",532,"NYN",1992,"NL",5,162,81,72,90,599,5340,1254,259,17,93,572,956,129,52,NA,NA,653,588,3.66,17,13,34,4338,1404,98,482,1025,116,134,0.98,"New York Mets","Shea Stadium",1779534,1777880.08
"533",533,"NYN",1993,"NL",7,162,81,59,103,672,5448,1350,228,37,158,448,879,79,50,NA,NA,744,647,4.05,16,8,22,4314,1483,139,434,867,156,143,0.97,"New York Mets","Shea Stadium",1873183,1384880.96428571
"534",534,"NYN",1994,"NL",3,113,53,55,58,506,3869,966,164,21,117,336,807,25,26,NA,NA,526,469,4.13,7,2,35,3069,1069,117,332,640,89,112,0.98,"New York Mets","Shea Stadium",1151471,1024386.1
"535",535,"NYN",1995,"NL",2,144,72,69,75,657,4958,1323,218,34,125,446,994,58,39,NA,NA,618,557,3.88,9,9,36,3873,1296,133,401,901,115,125,0.97,"New York Mets","Shea Stadium",1273183,703230.564102564
"536",536,"NYN",1996,"NL",4,162,81,71,91,746,5618,1515,267,47,147,445,1069,97,48,NA,NA,779,675,4.22,10,10,41,4320,1517,159,532,999,157,163,0.97,"New York Mets","Shea Stadium",1588323,780693.548387097
"537",537,"NYN",1997,"NL",3,162,81,88,74,777,5524,1448,274,28,153,550,1029,97,74,NA,NA,709,640,3.95,7,8,49,4377,1452,160,504,982,117,165,0.98,"New York Mets","Shea Stadium",1766174,1262867.74193548
"538",538,"NYN",1998,"NL",2,162,81,88,74,706,5510,1425,289,24,136,572,1049,62,46,NA,NA,645,611,3.77,9,16,46,4374,1381,152,532,1129,101,151,0.98,"New York Mets","Shea Stadium",2287948,1756396.51724138
"539",539,"NYN",1999,"NL",2,163,81,97,66,853,5572,1553,297,14,181,717,994,150,61,NA,NA,711,691,4.27,5,7,49,4369,1372,167,617,1172,68,147,0.98,"New York Mets","Shea Stadium",2725668,2162819.73333333
"540",540,"NYN",2000,"NL",2,162,81,94,68,807,5486,1445,281,20,198,675,1037,66,46,45,51,738,670,4.16,8,10,49,4350,1398,164,574,1164,118,121,0.98,"New York Mets","Shea Stadium",2820530,3180391.04
"541",541,"NYN",2001,"NL",3,162,81,82,80,642,5459,1361,273,18,147,545,1062,66,48,65,35,713,654,4.07,6,14,48,4337,1418,186,438,1191,101,132,0.983,"New York Mets","Shea Stadium",2658330,3555554.92307692
"542",542,"NYN",2002,"NL",5,161,78,75,86,690,5496,1409,238,22,160,486,1044,87,42,63,30,703,624,3.89,9,10,36,4328,1408,163,543,1107,144,138,0.976,"New York Mets","Shea Stadium",2804838,3662010.4
"543",543,"NYN",2003,"NL",5,161,80,66,95,642,5341,1317,262,24,124,489,1035,70,31,54,45,754,704,4.48,3,10,38,4240,1497,168,576,907,118,158,0.98,"New York Mets","Shea Stadium",2140599,4174158.17857143
"544",544,"NYN",2004,"NL",4,162,81,71,91,684,5532,1376,289,20,185,512,1159,107,23,61,34,731,658,4.09,2,6,31,4347,1452,156,592,977,137,144,0.978,"New York Mets","Shea Stadium",2318951,3032473.19230769
"545",545,"NYN",2005,"NL",3,162,81,83,79,722,5505,1421,279,32,175,486,1075,153,40,48,38,648,599,3.76,8,11,38,4307,1390,135,491,1012,106,146,0.983,"New York Mets","Shea Stadium",2829929,4026772.84
"546",546,"NYN",2006,"NL",1,162,81,97,65,834,5558,1469,323,41,200,547,1071,146,35,62,47,731,673,4.14,5,12,43,4384,1402,180,527,1161,104,131,0.983,"New York Mets","Shea Stadium",3379535,3875075.5
"547",547,"NYN",2007,"NL",2,162,81,88,74,804,5605,1543,294,27,177,549,981,200,46,54,58,750,687,4.26,2,10,39,4357,1415,165,570,1134,101,124,0.983,"New York Mets","Shea Stadium",3853955,4071345.10714286
"548",548,"NYN",2008,"NL",2,162,81,89,73,799,5606,1491,274,38,172,619,1024,138,36,39,49,715,662,4.07,5,12,43,4393,1415,163,590,1181,83,126,0.986,"New York Mets","Shea Stadium",4042045,4814236.14814815
"549",549,"NYN",2009,"NL",4,162,81,70,92,671,5453,1472,295,49,95,526,928,122,44,36,55,757,705,4.45,3,12,39,4278,1452,158,616,1031,97,134,0.984,"New York Mets","Citi Field",3168571,5334785.25
"550",550,"NYN",2010,"NL",4,162,81,79,83,656,5465,1361,266,40,128,502,1095,130,44,46,57,652,597,3.7,8,19,36,4359,1438,135,545,1106,87,159,0.986,"New York Mets","Citi Field",2559738,5105920.84615385
"551",551,"NYN",2011,"NL",4,162,81,77,85,718,5600,1477,309,39,108,571,1085,130,35,51,48,742,674,4.19,6,9,43,4344,1482,147,514,1126,116,126,0.981,"New York Mets","Citi Field",2352596,3738561.61538462
"552",552,"NYN",2012,"NL",4,162,81,74,88,650,5450,1357,286,21,139,503,1250,79,38,42,30,709,651,4.09,7,13,36,4302,1368,161,488,1240,101,135,0.983,"New York Mets","Citi Field",2242803,3457554.92592593
"553",553,"NYN",2013,"NL",4,162,81,74,88,619,5559,1318,263,32,130,512,1384,114,35,51,32,684,618,3.77,4,10,40,4430,1442,152,458,1209,93,127,0.985,"New York Mets","Citi Field",2135657,1648278.2
"554",554,"NYN",2014,"NL",3,162,81,79,83,629,5472,1306,275,19,125,516,1264,101,34,54,44,618,568,3.49,1,11,42,4391,1370,141,509,1303,104,158,0.983,"New York Mets","Citi Field",2148808,3168777.40740741
"555",555,"NYN",2015,"NL",1,162,81,90,72,683,5527,1351,295,17,177,488,1290,51,25,68,32,613,557,3.43,1,14,50,4388,1341,152,383,1337,88,131,0.986,"New York Mets","Citi Field",2569753,3870667.32
"556",556,"OAK",1986,"AL",3,162,83,76,86,731,5435,1370,213,25,163,553,983,139,61,NA,NA,760,686,4.31,22,8,37,4299,1334,166,667,937,135,120,0.97,"Oakland Athletics","Oakland Coliseum",1314646,323980.7
"557",557,"OAK",1987,"AL",3,162,81,81,81,806,5511,1432,263,33,199,593,1056,140,63,NA,NA,789,694,4.32,18,6,40,4335,1442,176,531,1042,142,122,0.97,"Oakland Athletics","Oakland Coliseum",1678921,437988.64
"558",558,"OAK",1988,"AL",1,162,81,104,58,800,5602,1474,251,22,156,580,926,129,54,NA,NA,620,569,3.44,22,9,64,4467,1376,116,553,983,105,151,0.98,"Oakland Athletics","Oakland Coliseum",2287335,421304.347826087
"559",559,"OAK",1989,"AL",1,162,81,99,63,712,5416,1414,220,25,127,562,855,157,55,NA,NA,576,497,3.09,17,20,57,4344,1287,103,510,930,129,159,0.97,"Oakland Athletics","Oakland Coliseum",2667225,624522.8
"560",560,"OAK",1990,"AL",1,162,81,103,59,733,5433,1379,209,22,164,651,992,141,54,NA,NA,570,514,3.18,18,16,64,4368,1287,123,494,831,87,152,0.98,"Oakland Athletics","Oakland Coliseum",2900217,615000.03125
